gene_symbol	log2FoldChange	pvalue	padj	significance
CPLX2	5.86949138564312	7.19613997221881e-10	1.99109996891322e-05	Up in R
PEX5L	4.89189087168897	1.47205430712288e-09	2.03651353118915e-05	Up in R
WSCD2	3.35939355875186	5.81874016617844e-09	5.36662405526638e-05	Up in R
CACNA1A	2.97334002710654	1.1794029198025e-07	0.000815822484700385	Up in R
RNASE7	-5.6827258334701	1.58540636213538e-07	0.000877332172678476	Down in R
SBSN	-5.56608219876921	2.11802315984049e-07	0.000976726380160442	Down in R
S100A8	-3.58830289188733	3.97600751124408e-07	0.00157160216898018	Down in R
SCN3A	2.80364069949979	5.18594820336806e-07	0.00179362501048738	Up in R
ELAVL3	4.94079272302658	9.53587344963418e-07	0.0028162202319138	Up in R
MT-RNR1	-3.42090221520127	1.01782508652781e-06	0.0028162202319138	Down in R
MT-RNR2	-3.45285816847895	1.88116697919385e-06	0.00473181901339223	Down in R
SPRR2D	-5.76526047606139	2.09293821195306e-06	0.00482579228221077	Down in R
CRCT1	-7.86249965817156	3.19958664086379e-06	0.00608126351910663	Down in R
FOXG1	-4.72622350598136	3.29679253990384e-06	0.00608126351910663	Down in R
RHCG	-5.1576224909851	3.24837844066291e-06	0.00608126351910663	Down in R
CDSN	-3.69386995932749	4.9289973234168e-06	0.00852377668385122	Down in R
AMER2	4.09140678045435	6.02789433482758e-06	0.0092658782416858	Up in R
SERPINB7	-4.02498586869124	5.849642186034e-06	0.0092658782416858	Down in R
ENSG00000259370	-2.93089961497773	9.59404665467337e-06	0.0139714566783241	Not significant
SNAP25	2.34988181741545	1.26207177019194e-05	0.0174601319047203	Not significant
RGS8	3.13408063683013	1.68813149540299e-05	0.0212313228846843	Not significant
VIL1	2.79157328689183	1.67319996533019e-05	0.0212313228846843	Not significant
KRTDAP	-5.71906768805706	1.81034978047362e-05	0.0217785078590977	Not significant
CACNA1E	2.33604052412747	2.46050820549581e-05	0.0257732388039759	Not significant
CNTN2	3.44595371668614	2.42679879444434e-05	0.0257732388039759	Not significant
KIAA0319	2.14142008364107	2.29127959962801e-05	0.0257732388039759	Not significant
CALCA	4.56254532389304	2.51500758143536e-05	0.0257732388039759	Not significant
SPRR2E	-5.56096039065172	2.94277474313593e-05	0.028312871256556	Not significant
CHGB	2.98094362685266	2.9674844282053e-05	0.028312871256556	Not significant
SPRR2A	-5.17594648123689	3.66128185117205e-05	0.0337680025133598	Not significant
IVL	-3.90644091226438	4.3085787907962e-05	0.0384561505040452	Not significant
NPB	2.04772657136598	4.53115799601706e-05	0.0391789408099362	Not significant
ELF5	-2.50631698088074	4.91515198769622e-05	0.0412113152568384	Not significant
CNFN	-2.97636369857467	6.15688929860929e-05	0.0501044029421237	Not significant
SUN3	-3.30688197280088	6.56542663052224e-05	0.0519025112685485	Not significant
LINC02188	-3.41606405218502	7.01112912076537e-05	0.0538863699006825	Not significant
SPRR2G	-7.5915338191565	8.84780469001134e-05	0.0627717712738266	Not significant
PSORS1C2	-4.5691512524548	8.66033733153347e-05	0.0627717712738266	Not significant
RPL37AP8	-7.1537759375249	8.45991089156239e-05	0.0627717712738266	Not significant
TAGLN3	2.75319434744493	9.60101637522983e-05	0.0664126305215586	Not significant
ATP5F1P5	1.63667537939441	0.000111291473275723	0.0747730680545837	Not significant
LINC00941	-1.67410744677522	0.000113501350185858	0.0747730680545837	Not significant
CES1	2.49121345241152	0.000118892640176859	0.0765032665361282	Not significant
SALL1	2.87373925438363	0.000133374738346817	0.0838714917117744	Not significant
DLGAP3	1.70503479311307	0.000146162609783301	0.0861057682981769	Not significant
IL1A	-2.70124554237779	0.000146263728722191	0.0861057682981769	Not significant
DSG1	-4.57989730689633	0.000140199024281356	0.0861057682981769	Not significant
PLAT	-1.3212028767288	0.000155894989336582	0.0898637179157063	Not significant
LINC01606	4.09632369292101	0.000166824974379264	0.0942016370632622	Not significant
FLG2	-3.55687743255658	0.000176464254355831	0.0962422708694529	Not significant
S100A9	-2.55590589611966	0.000180873832997635	0.0962422708694529	Not significant
MIR4653	-1.68084379758069	0.000177570565835741	0.0962422708694529	Not significant
SPRR5	-7.33569730987525	0.000187422614669793	0.0978452136848772	Not significant
ALDOB	-4.23390284810214	0.000201386517809224	0.0981896038292238	Not significant
DSG4	-5.38213023848966	0.000202277184512117	0.0981896038292238	Not significant
LINC01929	-2.13493148495284	0.000200858443272277	0.0981896038292238	Not significant
PIWIL3	-4.95466861870508	0.000198576937183304	0.0981896038292238	Not significant
LINC01655	-2.38022967884756	0.000210852000247205	0.0999759955129371	Not significant
POTEKP	-3.48848929085184	0.000217053298808122	0.0999759955129371	Not significant
LINC00501	-3.81645888551779	0.000220410413324991	0.0999759955129371	Not significant
KCNT1	2.37084395573002	0.000216823189392281	0.0999759955129371	Not significant
KCNC1	2.76371138016114	0.000244779696801532	0.109238861787122	Not significant
ENSG00000232034	-0.998227396713621	0.000252583159075141	0.110932117911906	Not significant
TSIX	-2.45995682142325	0.000275785904035481	0.11923000279309	Not significant
SPRR1A	-4.7565316543212	0.000286637947688609	0.120166445069638	Not significant
NPAS2	-0.912451710096405	0.000285114853647109	0.120166445069638	Not significant
C10orf67	2.10935931621898	0.00029563726318502	0.122089364702483	Not significant
WFIKKN1	1.27912346288866	0.000305384688582543	0.124260131593976	Not significant
PCDHA2	2.71866745444029	0.00033674600997942	0.133106076430294	Not significant
IGLON5	-2.67464699316237	0.000333028839288167	0.133106076430294	Not significant
SPRR1B	-3.92197790085851	0.000345562944184895	0.13466733947397	Not significant
INSM1	3.29592389654667	0.00039923502750433	0.153422694111352	Not significant
WFDC5	-3.4094127447023	0.000405309001298381	0.153623215848287	Not significant
KCNT2	1.34041227519426	0.000417380062408064	0.156060661442821	Not significant
SPRR4	-6.71197840262828	0.000424717817018871	0.156686897054602	Not significant
KCNK10	2.871322957977	0.000432414524008384	0.157427335063	Not significant
MTRNR2L1	-5.8557679049211	0.000441287136874207	0.158571088184058	Not significant
BRDT	-4.75445606130748	0.000460368111156763	0.163306734199955	Not significant
IYD	2.31056857214804	0.000471329965504718	0.165078845766456	Not significant
ENSG00000224479	1.34106835793338	0.000499701613878426	0.169314677068336	Not significant
HSD17B2	-2.21587793133083	0.000501781904644315	0.169314677068336	Not significant
RASD2	1.1931873361418	0.000493187649171812	0.169314677068336	Not significant
PZP	1.7361006883242	0.000543709468769911	0.181251774595116	Not significant
FMN2	2.06122019906412	0.000599915739452209	0.185884140667211	Not significant
ENSG00000207195	-1.69685198122589	0.000602017144771802	0.185884140667211	Not significant
FBN2	-1.99499073275991	0.000601154924661249	0.185884140667211	Not significant
RPL10P9	-2.39572373727247	0.000590855995988173	0.185884140667211	Not significant
PXDNL	1.36230887259937	0.000588151826093884	0.185884140667211	Not significant
PAEP	-3.4529181849166	0.000578616531692198	0.185884140667211	Not significant
PI3	-3.3152325497794	0.000604632356068125	0.185884140667211	Not significant
OTUB2	-1.06147726798987	0.000619527061769634	0.188370266726418	Not significant
IGFL2-AS1	-3.28660110707905	0.000632655698510769	0.190271201327114	Not significant
MTCYBP18	-2.8322205631966	0.000668356980112294	0.1988469815347	Not significant
PRUNE2	1.15762900104659	0.000695532423778594	0.202899833859097	Not significant
ZG16B	-1.82356745941267	0.000696645495558721	0.202899833859097	Not significant
SMURF2P1	1.23039606930026	0.000722237654519923	0.208162433988664	Not significant
SH3GL2	3.66441957999138	0.000755398405781256	0.215475448345995	Not significant
FSTL5	3.72079087111166	0.000766743004656546	0.216479716284102	Not significant
ENSG00000213777	2.34334167732595	0.000775377077674037	0.216706145072353	Not significant
IER3	-1.1784673308282	0.000790301959035837	0.218668649045626	Not significant
SCN11A	1.29176257070795	0.000809890975957648	0.221870033799724	Not significant
MIR625	-2.63538306378289	0.000847851522513005	0.229992193886395	Not significant
CLCA3P	-3.7362280235032	0.000885299780355231	0.232499947027077	Not significant
UNC80	2.05904119868277	0.000890707809637868	0.232499947027077	Not significant
SCML2	1.6530059119618	0.00088503001556487	0.232499947027077	Not significant
ENSG00000260310	1.22112823078129	0.000875332739854367	0.232499947027077	Not significant
ENSG00000237268	-2.61109137442344	0.000906162725200364	0.234323518164195	Not significant
ENSG00000236708	1.8978433616699	0.000922140390677169	0.23624724508932	Not significant
ENSG00000271324	-2.18281543959514	0.000932048203797412	0.236594878448354	Not significant
FGFBP2	2.16819336596398	0.000958802347171083	0.239102040240729	Not significant
FAM135B	-2.40342396216957	0.000959208011374495	0.239102040240729	Not significant
SPRR2B	-5.10353238456046	0.00100906860736949	0.24928499372595	Not significant
ENSG00000274578	2.65726492492763	0.0010353151550835	0.253505619699163	Not significant
PRR9	-4.58609834077426	0.00106983755356893	0.257402915388685	Not significant
LINC01833	3.18850684701	0.00106735043020161	0.257402915388685	Not significant
ENSG00000272381	-1.99405892782788	0.00109037564084974	0.258792640388822	Not significant
UMODL1	2.17520924163768	0.00109431995827432	0.258792640388822	Not significant
HOXD1	-1.89907261985171	0.00116577470422671	0.2643919696004	Not significant
SCN3B	1.40392656626381	0.00116522082705073	0.2643919696004	Not significant
MYO3A	2.6019532957581	0.00115094473702683	0.2643919696004	Not significant
ATL1	0.752582974329361	0.0011304998603703	0.2643919696004	Not significant
PSG4	-3.35961963243224	0.00115352430412001	0.2643919696004	Not significant
TUB-AS1	2.57043485202093	0.00121164045782446	0.272559998597926	Not significant
ENSG00000230825	-1.38475139258025	0.00123956204611615	0.276592276241837	Not significant
CTNND2	1.96985587353534	0.0013072554212662	0.277869776808363	Not significant
LINC01021	-3.06333049466972	0.00131075278611924	0.277869776808363	Not significant
DFNA5	-0.886401011224179	0.00126090840520228	0.277869776808363	Not significant
ADCY1	1.24707237201107	0.00127248336144262	0.277869776808363	Not significant
CLDN2	-2.91562573869685	0.00131128266894945	0.277869776808363	Not significant
ADCY8	3.05233207392984	0.00131558570103348	0.277869776808363	Not significant
UNC79	1.44370449748072	0.00130974810297193	0.277869776808363	Not significant
GPR12	3.58229201460408	0.00134214183726499	0.281331231024887	Not significant
SYNPR	4.33065418447492	0.0013704925221137	0.285113966874917	Not significant
EYS	2.00707121122963	0.00139539295847594	0.288127819164708	Not significant
PTK6	-1.32690329802386	0.00142450837166768	0.291960904708689	Not significant
SLC19A3	1.52029878023741	0.00145982731859048	0.294831839985986	Not significant
IQSEC3	1.36109227479657	0.0014572819422528	0.294831839985986	Not significant
ASPRV1	-1.71327528473117	0.00147834739293641	0.29640865228375	Not significant
LINC00704	-2.02297650983408	0.00149091423758195	0.296777741292482	Not significant
KIF5C	1.14758685200771	0.00151350712473599	0.297344010159363	Not significant
PACSIN1	1.32603846774235	0.00151525192209585	0.297344010159363	Not significant
KPRP	-3.2413140963886	0.00153099882031141	0.298318354642229	Not significant
ADAMTS18	1.65926750322444	0.00158556547803252	0.304659800081124	Not significant
SEZ6	2.84135270510202	0.00158204670965032	0.304659800081124	Not significant
KRTAP5-10	-2.33974740457851	0.00161840111177304	0.308824416287229	Not significant
CASQ1	-1.82363281121715	0.00167746465444285	0.314705649801219	Not significant
MIR5003	1.2105173510299	0.00167636421392141	0.314705649801219	Not significant
KCNA1	2.51015325861933	0.00168334367597602	0.314705649801219	Not significant
ENSG00000225813	-3.0603379225405	0.00173160740196528	0.317296988112433	Not significant
MYB	1.38082475077893	0.00172247913431746	0.317296988112433	Not significant
ACBD7	1.79831055648433	0.00171938271543882	0.317296988112433	Not significant
FTH1P2	-3.27052814410434	0.001779745952712	0.321854841605153	Not significant
SERPINA5	-2.68123700646597	0.00177470292361187	0.321854841605153	Not significant
ENSG00000283511	-1.82028182736848	0.00179837190222558	0.323111377679738	Not significant
TESC	-1.78217376028347	0.00183557442965945	0.327667799317725	Not significant
ATP6V0B	-0.500766742615728	0.00188007169913118	0.332549449536651	Not significant
ENSG00000228613	-2.22966495729053	0.00191321980396195	0.332549449536651	Not significant
RN7SL825P	-2.58758104574378	0.00190821401086427	0.332549449536651	Not significant
TEX45	1.65921261409642	0.00192301535747097	0.332549449536651	Not significant
GNAZ	1.30570498256728	0.00191130779826983	0.332549449536651	Not significant
BSN	1.14312344489449	0.00197142948603386	0.338804238814104	Not significant
FAM151A	-2.83758361641438	0.00218329952829222	0.35077421204726	Not significant
ENSG00000215869	-3.8597996239916	0.00205838895488864	0.35077421204726	Not significant
ENSG00000261654	-0.996517826629656	0.0021729055949709	0.35077421204726	Not significant
ABCB11	-2.1563332027707	0.00215093844556152	0.35077421204726	Not significant
SLC9C1	1.67768039735647	0.00223691455559934	0.35077421204726	Not significant
GAP43	1.63176506493736	0.00224392047173245	0.35077421204726	Not significant
FAM184B	-1.90128151404471	0.00221608121077334	0.35077421204726	Not significant
MDGA1	1.29082214191264	0.00214689485375076	0.35077421204726	Not significant
HOXA11	-2.76535750985365	0.00219203603891398	0.35077421204726	Not significant
TG	-1.36244346533995	0.00224024787034891	0.35077421204726	Not significant
FOSL1	-1.5571804594722	0.0022105290244726	0.35077421204726	Not significant
MMP3	-2.21868658003725	0.00221401783470575	0.35077421204726	Not significant
HMGA2	-1.66166588688153	0.00219366197386552	0.35077421204726	Not significant
CDH3	-1.20743876767623	0.00218583240772612	0.35077421204726	Not significant
ALOX12B	-2.45469054188779	0.00217722123653892	0.35077421204726	Not significant
ZNF114	-1.63857577581153	0.00221923931429208	0.35077421204726	Not significant
APOA1	-3.20147374024882	0.00228099530688294	0.35456662441654	Not significant
ST18	1.51331270046615	0.00229859056743168	0.355305600057358	Not significant
IL1RL2	-1.12748617897936	0.00232846987824434	0.355947143984214	Not significant
C16orf96	1.40975128867657	0.0023245482325514	0.355947143984214	Not significant
FCN3	1.71792295818747	0.0023481086871788	0.356852646825839	Not significant
PHF2P2	-4.12126564568569	0.0023601877324489	0.356852646825839	Not significant
MYT1L	4.59629887169153	0.0024009937456782	0.361049434506359	Not significant
CYP4F22	-2.38472965930145	0.00249543383745144	0.373222480261859	Not significant
RNA5S9	-2.61420706902698	0.00253958209847431	0.377783317648848	Not significant
CFAP43	1.66473512670197	0.00255476132451378	0.378009043251186	Not significant
IL17RD	-0.96454811015587	0.0026077119907781	0.383285726948531	Not significant
ZSCAN12P1	-0.974663946621486	0.0026181286780611	0.383285726948531	Not significant
CCDC13	1.31148298405936	0.00270947455364596	0.390229944127064	Not significant
ENSG00000254632	3.31577265972659	0.00271127798239429	0.390229944127064	Not significant
TMED3	-0.412873989818928	0.00272197691338766	0.390229944127064	Not significant
CASP14	-3.59977141578819	0.00270526590020884	0.390229944127064	Not significant
TPBG	-0.812044893202398	0.00276524662898949	0.394389736997476	Not significant
IL36G	-2.77523246288258	0.00279394211883214	0.39441624737738	Not significant
RHBDL1	1.17571550754651	0.00278429987413744	0.39441624737738	Not significant
PADI1	-2.71618467492724	0.00285897402259844	0.399781163308861	Not significant
RN7SL118P	-1.21251232133237	0.00286084319401332	0.399781163308861	Not significant
ENSG00000260278	-1.49921636143768	0.00288381817538288	0.40096665876718	Not significant
IQUB	1.36295743092107	0.0029331654735732	0.40202977792464	Not significant
MRLN	1.9502208564042	0.00293505421738325	0.40202977792464	Not significant
SEC23A-AS1	1.60475213310071	0.00292070674861798	0.40202977792464	Not significant
KRT2	-3.36860254793787	0.00296627359726754	0.402542701850298	Not significant
RN7SL105P	-1.19868347652304	0.0029678958826651	0.402542701850298	Not significant
LINC01108	2.70709881976965	0.00302083293616228	0.405744788886767	Not significant
NETO1	-1.99048093369502	0.00301899063207615	0.405744788886767	Not significant
MAB21L1	2.17633584643257	0.00306834939900905	0.410136036334209	Not significant
NRXN1	2.13116111319247	0.00310495262012633	0.413033336760939	Not significant
CSTB	-1.20385834725467	0.00317059258918306	0.419747016029215	Not significant
CD274	1.18248464687183	0.00319223977513502	0.420600392086718	Not significant
LINC00623	-1.1254294602965	0.0033845856808385	0.42112635395158	Not significant
SPRR2C	-5.0323282757637	0.00338462179157456	0.42112635395158	Not significant
NYAP2	1.55136074451248	0.00338339480365338	0.42112635395158	Not significant
MTCO1P22	-2.32899247038416	0.00336511112905763	0.42112635395158	Not significant
IP6K3	1.93422470850648	0.00330654277063151	0.42112635395158	Not significant
KCNK17	1.69669160467567	0.00326712208322774	0.42112635395158	Not significant
FTH1P5	-5.28797130968324	0.00335613851190408	0.42112635395158	Not significant
SRRM3	1.47008346449633	0.00340931379107137	0.42112635395158	Not significant
ENSG00000259358	1.84366832856144	0.00339627167808197	0.42112635395158	Not significant
MESD	-0.280192049151513	0.00340194149102549	0.42112635395158	Not significant
ENSG00000263648	1.15970227905457	0.00329244372165848	0.42112635395158	Not significant
MIRLET7E	1.96143808085083	0.00340915048462542	0.42112635395158	Not significant
ENSG00000224715	-2.23330909795501	0.0032660701683206	0.42112635395158	Not significant
LINC00189	-2.00606782966352	0.00333183734413532	0.42112635395158	Not significant
GRIK3	1.60189622932044	0.00369913116116699	0.430356458143631	Not significant
AK4	-1.2021167048729	0.00357416933618942	0.430356458143631	Not significant
TCTEX1D1	1.41099322303403	0.00367229559533421	0.430356458143631	Not significant
PIAS3	-0.495087123333697	0.00355765518114633	0.430356458143631	Not significant
ENSG00000231615	0.886656867904386	0.0036132201520335	0.430356458143631	Not significant
SRD5A2	1.96579284321363	0.00363502321910074	0.430356458143631	Not significant
SCARNA22	-1.37996118224885	0.00382623837889086	0.430356458143631	Not significant
TRPC3	1.17388306334901	0.00369576041366163	0.430356458143631	Not significant
RELN	1.58740975969608	0.003667273502984	0.430356458143631	Not significant
ENSG00000260118	-1.43713674047261	0.00356812606229476	0.430356458143631	Not significant
PDZD4	1.37968377109081	0.00381671905894105	0.430356458143631	Not significant
HRASLS5	-2.02933252430541	0.00379681061925942	0.430356458143631	Not significant
DEUP1	1.75147565931286	0.003544457331814	0.430356458143631	Not significant
ENSG00000241352	-1.40718360547693	0.00380085079262245	0.430356458143631	Not significant
SDR9C7	-2.83743688586181	0.00351845873803116	0.430356458143631	Not significant
BEGAIN	1.40235326822129	0.00382398198429505	0.430356458143631	Not significant
ENSG00000259630	0.804358160853989	0.00382633639025974	0.430356458143631	Not significant
ENSG00000260646	1.4972388638366	0.00358747643901698	0.430356458143631	Not significant
SMPD3	1.34793743141956	0.00377553416103085	0.430356458143631	Not significant
GALNT1	-0.627642664242356	0.00373118899752811	0.430356458143631	Not significant
ST8SIA3	4.088701355391	0.00366855885770505	0.430356458143631	Not significant
BAK1P1	1.32645641480788	0.00384177401284748	0.430356458143631	Not significant
ZNF563	-0.505415977450975	0.00378567873629332	0.430356458143631	Not significant
IGKV2D-40	2.88986407126267	0.00386036243548628	0.430695033175281	Not significant
CCDC50	0.602577049059997	0.00395436636057434	0.437653451322926	Not significant
FFAR2	-1.93277515334873	0.00394331161738379	0.437653451322926	Not significant
LINC02535	-2.42742088755088	0.0039710707948119	0.437751226381077	Not significant
CD177	-2.00585427852329	0.00401051389222914	0.440344876524159	Not significant
SNX27	-0.37624554397978	0.00403055798111716	0.440536592639768	Not significant
PLAC1	-2.02611725314279	0.00407456240069584	0.440536592639768	Not significant
MAPK8IP1	0.98445065463879	0.00407594664482925	0.440536592639768	Not significant
ENSG00000275888	-1.40907512169783	0.00406580380865255	0.440536592639768	Not significant
RN7SL448P	1.49251574512578	0.00412705667553469	0.444325023950853	Not significant
RN7SL165P	-1.94423741322868	0.00415464006602924	0.445560992197531	Not significant
RAB3C	1.47783478774921	0.00421578755104588	0.448640868268802	Not significant
CCDC189	0.845068786669718	0.00421267790165395	0.448640868268802	Not significant
ANKRD34B	-2.37563503813879	0.00426234166444985	0.448996888639149	Not significant
PGRMC1	-0.589625911542342	0.00430027017562523	0.448996888639149	Not significant
PSD	1.03266504611367	0.00425282357553996	0.448996888639149	Not significant
SNX21	-0.838426807979675	0.00428648095130165	0.448996888639149	Not significant
ADM5	0.900880631286023	0.00427343379147221	0.448996888639149	Not significant
KRT8P15	1.36886945004819	0.0043223826828273	0.44960904680883	Not significant
REP15	-0.953235362711701	0.00434542554647531	0.450313031630806	Not significant
ENSG00000278928	-3.51008703750963	0.00436431145762957	0.450458784000714	Not significant
LINC02137	2.33980525298379	0.00437939256554961	0.450458784000714	Not significant
KCNH3	1.48399459279755	0.00440480734415147	0.451394868167878	Not significant
SYT6	1.72980093212192	0.00462470054438505	0.454611825205162	Not significant
YOD1	-0.848388956222634	0.00458357036165699	0.454611825205162	Not significant
GALNT13	1.7297089667576	0.00467215291288368	0.454611825205162	Not significant
SCHLAP1	-4.3578751830128	0.00455748180136031	0.454611825205162	Not significant
SULT1B1	-1.37813296574581	0.0045282215097776	0.454611825205162	Not significant
RNF138P1	0.930655815768171	0.00449029448431469	0.454611825205162	Not significant
ADGRB3	1.25486428580553	0.00466894539382966	0.454611825205162	Not significant
CYCSP24	1.1898264692619	0.0046826546020265	0.454611825205162	Not significant
MKX	1.37441273484938	0.00464251751082626	0.454611825205162	Not significant
ENSG00000273149	-1.1180313565419	0.0046232374020929	0.454611825205162	Not significant
ERO1A	-0.921260855046137	0.00453904190542374	0.454611825205162	Not significant
ENSG00000261123	0.839829489074744	0.00446942240999361	0.454611825205162	Not significant
LINC02125	-3.43116844902532	0.00465218778076705	0.454611825205162	Not significant
ENSG00000273216	-1.10120605760327	0.00464924318130997	0.454611825205162	Not significant
SHANK3	0.770210022253262	0.00446249280618503	0.454611825205162	Not significant
HSPA8P7	-5.05192321965458	0.00472654736650459	0.457268668125229	Not significant
ENSG00000233936	3.02211110268344	0.00478196493401557	0.461018075816296	Not significant
CNBD1	2.51292517697106	0.00484664996991129	0.462538998329403	Not significant
NUDT9P1	1.13235251242862	0.00482054838309956	0.462538998329403	Not significant
ENSG00000256694	1.43402493886577	0.00484789148561665	0.462538998329403	Not significant
PADI3	-2.99255305083638	0.00489406488174698	0.463746168537867	Not significant
ADAMTS7P1	1.71725696791552	0.00488401863677757	0.463746168537867	Not significant
ENSG00000236814	-1.57552800984482	0.00494638423264729	0.467104113764907	Not significant
LINC01504	1.00773969721479	0.00504057828452014	0.472431821476184	Not significant
ENSG00000258535	-2.47278152041966	0.00505402505175288	0.472431821476184	Not significant
DNAH3	1.60593069092774	0.00504081419055392	0.472431821476184	Not significant
FAM167B	0.899352136445383	0.00512438607466874	0.475794088255065	Not significant
MDM2	-0.831939045596305	0.00511966325816971	0.475794088255065	Not significant
ENSG00000248050	2.28858775097087	0.00514529370933903	0.476137564025758	Not significant
GSTA2	2.61201515210334	0.00519440181923114	0.477666170946188	Not significant
TM9SF1	-0.4713205109612	0.00519633949383073	0.477666170946188	Not significant
ENSG00000280078	-1.10568087335568	0.00521691210565418	0.477969341229621	Not significant
MTRNR2L12	-3.30682758312816	0.00532246672539623	0.482097594232409	Not significant
TMED7-TICAM2	-1.34537686920175	0.00528558072939423	0.482097594232409	Not significant
C6orf106	-0.321492408804234	0.00534908964651233	0.482097594232409	Not significant
SPAG8	1.15283095396604	0.00533907765803989	0.482097594232409	Not significant
CST6	-1.69168397714199	0.00534674078649173	0.482097594232409	Not significant
ENSG00000278607	-1.73754207071766	0.00540284773534047	0.485361668795895	Not significant
SLC45A3	-0.660682520731757	0.00550285306392731	0.488837025187746	Not significant
ENSG00000213399	-3.10861866287489	0.00546521178670134	0.488837025187746	Not significant
MGAM	-1.27876220150176	0.00551220325485477	0.488837025187746	Not significant
ENSG00000275216	-2.71648733253021	0.00548497279212969	0.488837025187746	Not significant
OLFM1	1.24115761774897	0.00560979304268144	0.495902120440743	Not significant
HIST1H2BL	0.870674987031371	0.00564490444568421	0.497416755119861	Not significant
ARHGEF7-IT1	1.79162985582144	0.00568055575730003	0.49896919761503	Not significant
STX6	-0.441163428566641	0.00574547521303777	0.501405796033995	Not significant
ENSG00000203635	-1.98772186905702	0.00575021019740933	0.501405796033995	Not significant
VDAC3P1	-3.1798813800434	0.00576266013006652	0.501405796033995	Not significant
SH3D21	-0.799084251054746	0.00586365727878501	0.505425337217142	Not significant
SYT1	1.30777966675866	0.00585991828645053	0.505425337217142	Not significant
LRRC8E	-1.08493471231123	0.00583227506720975	0.505425337217142	Not significant
ENSG00000279930	3.04319268651483	0.00588673006175042	0.50583830459184	Not significant
ZNF812P	-1.74432468622556	0.00592990982610742	0.507971129964601	Not significant
ENTPD5	-0.508603379560279	0.00595258857658163	0.508340041127892	Not significant
RSPH9	1.23554604040852	0.00607680034309207	0.515444633767855	Not significant
MIR548K	-1.29777140195734	0.00610953057830891	0.515444633767855	Not significant
FAM222B	-0.385326478292529	0.0060628821279354	0.515444633767855	Not significant
MIF-AS1	0.78242678486369	0.00611029816313768	0.515444633767855	Not significant
C1orf74	-0.921811702065705	0.00618775336754538	0.519412736285453	Not significant
SLC7A14	3.86134540714569	0.00619488246681122	0.519412736285453	Not significant
FAM81B	1.74986132468327	0.00629418422546651	0.52430419345396	Not significant
ADGRD2	1.81022307172721	0.00630354110823476	0.52430419345396	Not significant
ENSG00000280660	-3.14013422288133	0.006317095476941	0.52430419345396	Not significant
NEURL1	1.59870937586925	0.00632901805680085	0.52430419345396	Not significant
ENSG00000276740	1.44094510793861	0.00637825779360674	0.52680601460091	Not significant
LINC01205	-3.93522075073447	0.00643838140064361	0.530189211233357	Not significant
GRM4	1.74180603014068	0.00647345026929164	0.531495238875461	Not significant
APOB	-1.60811846009407	0.00655889385502764	0.532193648313078	Not significant
MUC13	1.88614307552902	0.0065488846974705	0.532193648313078	Not significant
ASTN2	1.17435656609005	0.00651944341990287	0.532193648313078	Not significant
RANBP3	0.349194171068949	0.00653958588310953	0.532193648313078	Not significant
ENSG00000231969	-1.12020263053525	0.00664905373851108	0.533816643613561	Not significant
TCN1	-2.82546354760846	0.00663739181273555	0.533816643613561	Not significant
RN7SL587P	-1.17624895618714	0.00662333697433756	0.533816643613561	Not significant
ENSG00000275910	1.12274065571646	0.00665606787548081	0.533816643613561	Not significant
CYP4B1	1.63586138930243	0.00711905756875969	0.53502739412269	Not significant
MSH4	-1.07747401992754	0.00711155174187347	0.53502739412269	Not significant
ECM1	-0.933385744265395	0.00704993187973971	0.53502739412269	Not significant
RPTN	-3.8866944090924	0.00675286283391928	0.53502739412269	Not significant
CRB1	1.6882561779411	0.00695288576630954	0.53502739412269	Not significant
FCAMR	-2.61119365900145	0.00713665679815733	0.53502739412269	Not significant
ENSG00000231482	-2.04419152555178	0.00686415156492457	0.53502739412269	Not significant
LINC01087	-2.45893322819833	0.00716102617329174	0.53502739412269	Not significant
CERKL	1.57643873003374	0.00697052939574346	0.53502739412269	Not significant
PFKFB4	-0.99050691283677	0.00685838787311639	0.53502739412269	Not significant
RELL1	-0.409858777290321	0.00669230581210897	0.53502739412269	Not significant
ENSG00000272108	-1.25555133186902	0.0069066088548831	0.53502739412269	Not significant
ENSG00000250072	-1.71740665625525	0.00686701743555021	0.53502739412269	Not significant
RN7SL554P	-2.70528134430153	0.0067990430204154	0.53502739412269	Not significant
VEGFA	-1.00471874303739	0.00673793039965521	0.53502739412269	Not significant
ENSG00000213078	-3.2776851545159	0.00718605297905042	0.53502739412269	Not significant
NAP1L6	2.24051472361789	0.00689059005640894	0.53502739412269	Not significant
ENSG00000255207	2.1480959079075	0.00707325274651348	0.53502739412269	Not significant
RNU1-146P	-1.67978635152805	0.00711531123425252	0.53502739412269	Not significant
ENSG00000275389	0.829026517251812	0.00710529144751472	0.53502739412269	Not significant
CYP1A1	-2.92871523827964	0.0067775058283484	0.53502739412269	Not significant
ENSG00000279693	1.28574557159606	0.00696965942448536	0.53502739412269	Not significant
ENSG00000277200	1.875659141809	0.00703219198532756	0.53502739412269	Not significant
ALOXE3	-1.99867251347422	0.00719325565122124	0.53502739412269	Not significant
PPP1R13L	-0.754988316003686	0.00699707961437889	0.53502739412269	Not significant
KLK6	-2.00139269991659	0.0071361379798781	0.53502739412269	Not significant
HUNK	0.880889056754755	0.00714861818863784	0.53502739412269	Not significant
